word,mean
amuse,즐겁게 하다
endeavor,노력(하다)
predict,예언하다
neutral,중립의
pipe,파이프
pit bull,맹견의 한 종류
switch on,켜다
come across,우연히 만나다
in haste,서둘러
soothing,달래는
unpredictable,예측할 수 없는
get through,~을 헤쳐 나가다
reward,보상(하다)
passionately,정열적으로
abnormal,비정상적인
pay attention to,~에 주목하다
wit,"기지, 재치"
ban,금지
donation,기부
complexion,"관점, 안색"
disruptive,파괴적인
westernization,서구화
somebody,"대단한 사람, 거물"
lizard,도마뱀
agent,"대리인, 요원"
heat,가열하다
mortality,"죽을 운명, 사망률"
enough,충분한
torment,심한 고통을 주다
perk,뽐내다
poison,독
disappointment,실망
confidence,"신뢰, 자신감"
firelight,(난로)불빛
institution,"시설, 설립"
withstand,"저항하다, 버티다"
philosopher,철학자
lay,"놓다, 눕다"
stiff,뻣뻣한
drain out,유출되다
dimensional,~차원의
immune,면역성의
fashion,"패션, 유행"
sunlight,햇빛
tune,"중계하다, 곡"
horrific,무서운
forever,영원히
mad,미친
loan,대부(금)
argue,"논쟁하다, 주장하다"
when it comes to,~에 관해서라면
misunderstand,잘못 이해하다
emission,발산
apparel,의복
Antarctic,남극
playwright,각본가
track,"추적하다, 자취, 트랙"
sentimental,정서적인
wheat,밀
encyclopedia,백과사전
niece,조카딸
cop,"경찰, 붙잡다"
swan,백조
setback,"좌절, 늦추다"
payment,지불
fertile,"비옥한, 다산의"
technology,과학기술
sufficient,충분한
overdo,~을 지나치게 하다
herb,허브
whisker,수염
fruitful,비옥한
curator,관리자
bulb,전구
decaffeinate,(커피에서) 카페인을 빼다
in case of,~의 경우에는
hang out,어슬렁거리다
technological,기술적인
be good at,~에 능숙하다
sunrise,해돋이
look forward to,기대하다
stay in,머무르다
publication,출판사
mathematical,수학의
function,기능
agricultural,농업의
finally,마지막으로
fit,알맞은
find,찾다
abortion,낙태
cost,비용
come to,~이 되다
come true,실현되다
blindness,"실명, 무분별"
leakage,누출
envelop,"봉투, ~을 싸다"
broadcast,방송(하다)
deficiency,부족
mean,"의미하다, 비열한"
underwear,속옷
hiss,쉿 하다
fall,"떨어지다, 가을"
beggar,거지
repair,수리하다
society,사회
stick,"찌르다, 막대기"
annually,매년
molecule,분자
specially,특히
environment,환경
forearm,"팔뚝, ~을 미리 무장하다"
twilight,황혼
undoubtedly,의심할 여지없이
increase,증가하다
aboard,"(기차, 비행기등에) 탑승한"
defeat,"물리치다, 패배시키다"
proper,적당한
scheme,"기획, 음모"
pervade,"만연하다, 널리 퍼지다"
infinity,무한함
mass,"큰 덩어리, 대중"
shout,소리치다
by far,"틀림없이, 훨씬"
scratch,긁다
behold,~을 보다
caress,포옹
take care of,돌보다
feeder,모이통
narrator,이야기하는 사람
put up with,~을 참다
bustling,소란스러운
offensive,"불쾌한, 공격적인"
warehouse,창고
intervention,간섭
receptionist,접수원
method,수단
factor,요인
mix-up,혼란
currently,현재
playground,운동장
firm,"견고한, 회사"
go ahead,앞으로 나아가다
ecology,생태학
ceremony,의식
eager,열성적인
drip,(물방울이)똑똑 떨어지다
act,"행동하다, 연기하다, 법, (연극)막"
congressional,의회의
desolate,"황량한, 쓸쓸한"
telecommuter,재택근무자
apply,"적용하다, 지원하다"
literature,문학
ethically,윤리적으로
inequality,불평등
bitterness,괴로움
polio,소아마비
pond,연못
thump,"탁, 쿵(소리)"
pause,정지
trickle,"실개울, (액체가)조금씩 흐르다"
infer,추론하다
fund-raiser,"모금 행사, 기금 조달자"
chunkiness,땅딸막함
garden,정원
surf boat,구명용 보트
already,이미
meanwhile,그 동안
attend,"출석하다, 간호하다"
limitation,제한
recorder,녹음기
ingredient,(혼합물의)성분
collarbone,쇄골
cinnamon,계피
accurate,정확한
villager,마을 사람
just,"공정한, 정확히, 이제 막"
accelerator,가속장치
monster,괴물
marry,결혼하다
document,문서
access,접근하다
separately,따로따로
tenant,"임차인, 거주자"
rap,노래하다
seeing-deaf,시각장애인
argumentation,논쟁
bucket,양동이
artistic,예술적인
intellectual,지적인
quality,질
format,"형식, 구성하다"
strain,"긴장, 긴장시키다"
global warming,지구 온난화
lantern,손전등
disposal,"처리, 폐기"
manual,"손을 쓰는, 소책자"
suppose,"가정하다, 예정하다"
peninsula,반도(땅)
precedent,"선례, 앞서는"
prime,최상급의
face to face,정면으로 맞서서
blow one's nose,코를 풀다
consumer,소비자
stomach,위
humanities,인문학
recollection,재수집
election,"선거, 투표"
medieval,"중세의, 중세사람"
deform,변형시키다
festive,축제의
drop out,퇴학하다
all at once,동시에
fool,바보
expend,소비하다
eruption,분출
pendulum,"진자, 흔들리는 추"
provost,"학장, 장관"
graze,풀을 뜯어먹다
diagnosis,"진단, 식별"
suite,"정장, (여러개)붙은 방"
be willing to,기꺼이 ~하다
restrict,제한하다
sorrowful,슬픈
toothed,톱니 모양의
exquisite,정교한
several,몇몇의
conventional,전통적인
flipper,물갈퀴
embassy,대사관
bang,쿵쾅대며 뛰어다니다
heart attack,심장 마비
shortage,부족
burrow,굴을 파다
imprison,가두다
statistics,"통계, 통계학"
careful,주의 깊은
contrary,반대인
supervision,감독
foremost,"맨 앞의, 으뜸가는"
home schooling,자택 학습
creditor,채권자
dull,"무딘, 따분한"
council,"의회, 회의"
innocent,"무죄의, 순수한"
glove,장갑
horn,"뿔, 경적"
attraction,"매력, 주목할 만한 장소"
cotton,"면, 솜"
wonder,"놀라운, 궁금해 하다"
recommend,추천하다
economical,"경제적인, 절약하는"
shelter,"피난처, 보호하다"
broomstick,빗자루
specifically,구체적으로
nobleman,귀족
requirement,요구
comic,희극의
obligate,강요하다
tight,"빡빡한, 엄격한"
addict,중독자
harness,이용하다
dead,죽은
lean,기대다
area,"범위, 지역"
penniless,무일푼의
reconsider,재고하다
competitiveness,경쟁
pave,(길을)포장하다
windshield,자동차 앞 유리
ran off,도망가다
discrimination,차별
laugh,"웃다, 웃음"
turn down,물리치다
marvel,놀라운 일
shed,"오두막집, 헛간(광)"
unpatriotic,비애국적인
athlete,운동선수
wildlife,야생 생물
parenting,가정교육
microphone,마이크
unscientific,비과학적인
deaf,귀 먹은
tractor,견인차
alertness,경계함
condense,"요약하다, 압축(응축)하다"
officer,"관리, 공무원"
rather than,~보다 차라리
destroy,파괴하다
empire,제국
privilege,특권(을 주다)
sparrow,참새
dwell on,숙고하다
perennial,지속되는
maintain,"유지하다, 주장하다"
president,"대통령, 회장"
absolute,절대적인
take a break,휴식을 취하다
vertical,수직의
overlook,간과(하다)
linguistic,언어의
hatch,부화시키다
enforcement,"집행, 강제"
roam,돌아다니다
harden,단단하게 하다
unemployment,실업
ruffle,"구기다, 교란하다"
inconvenience,불편함
visualize,시각화하다
stream,"개울, 흐름"
bedridden,(아파서)누워있는
slope,경사지다
carelessly,부주의하게
suggestion,"암시, 제안"
sea level,해수면
step-by-step,단계적인
corporate,회사의
panic button,비상벨
candidate,"지원자, 후보자"
flash,번쩍 비치다
descendant,자손
beef,쇠고기
sociable,사교적인
rural,시골의
negotiate,협상하다
mutually,상호적으로
rarity,아주 드묾
conquest,정복
annoyance,"괴로움, 성가심"
escape,"탈출(하다), 피하다"
discomfort,불편
damage,손해
mercury,"수은, 수성"
electron,전자
armed,무장한
ivory,상아
scrape,"긁다, 문지르다"
although,비록 ~일지라도
diverse,다양한
secret,비밀의
decision-making,의사 결정
pole,"극, 막대기"
regret,후회하다
telegram,"전보, 전신"
touch,"건드리다, 감동시키다"
pepper,후추(로 치다)
distributor,분배자
twin,쌍둥이(중에 한명)
except,~을 제외하고
priority,"앞, 우선권"
owner,소유자
produce,생산하다
attitude,태도
unharmed,해를 입지 않은
become,"~이 되다, 어울리다"
thoroughly,"완전히, 철저히"
beforehand,미리
relation,(친척)관계
tooth,치아
doubtful,의심스러운
dab,가볍게 두드리다
stumble,비틀대다
composing,작곡
strong-willed,의지가 굳센
deafness,귀먹음
creature,창조물
supplement,보충(물)
determination,결심
in public,사람 앞에서
uncertain,불확실한
surely,확실히
lay out,"~을 펼치다, 투자하다, 계획하다"
diagram,도표
inspection,"조사, 검열"
environment-friendly,환경 친화적인
forefinger,집게손가락
puzzle,당황하게 하다
production,생산
asthma,천식
slave,노예
jaw,턱
be likely to,~할 것 같다
discovery,발견
foreground,전경
farm,"농장, 경작하다"
luggage,"수하물, 짐, 가방"
ripe,익은
tap,가볍게 두드리다
lease,임대하다
reign,지배
fingerprint,지문
valued,귀중한
poisonous,유해한
hospitality,"대접, 환대"
entirely,완전히
being,존재
individualist,개인주의자
rename,개명하다
composer,작곡가
press,"신문(사), 누르다"
excavate,발굴하다
exhausted,지친
include,포함하다
volunteer,자원봉사자
personnel,"직원, 인사과"
part-time,시간제 노동
indigenous,토착의
difference,차이점
consult,상담하다
elaborate,정교한
hesitant,주저하는
renew,갱신하다
mercilessly,무자비하게
unfortunately,불행하게도
bottle,병
considerable,상당한
rule,"지배하다, 법칙"
principle,원리
pick out,~을 선택하다
cellar,지하실
transaction,"처리, 거래"
string,"줄, 일련의"
elastic,탄력 있는
virtue,"가치, 미덕"
folks,"가족, 사람들"
averse,싫어하는
go through,경험하다
teenager,십대
wrinkle,주름
tell A from B,A와B를 구별하다
present,"제출하다, 현재의, 선물"
peculiar,이상한
indulge,"(쾌락, 욕망에)빠지다"
pang,괴로움
inaccurately,부정확하게
giant,거인
nail,"손톱, 못"
charitable,관대한
carriage,탈것
merrily,즐겁게
corn,옥수수
whale,고래
well-preserved,잘 보존된
on earth,"지구상에서, 전혀"
shallow,얕은
exchange,교환하다
mathematics,수학
official,공식의
glow-in-the-dark,야광
definition,"정의, 한정"
present,"제출하다, 현재의, 선물"
craftsmen,장인
cram,"밀어 넣다, 포식하다, 벼락치기하다"
talent,재능
beard,턱수염
magazine,잡지
now and then,"가끔, 때때로"
in advance,미리
emotional,감정적인
wilderness,황무지
abroad,해외로
sweatshirt,땀복
underlie,~의 기초가 되다
ocean-dwelling,해양거주
kindergarten,유치원
necessarily,반드시
thigh,허벅지
takeoff,출발
fade out of sight,시야에서 사라지다
creative,창조적인
assignment,숙제
habit,습관
task,일
prop,"소품, 받치다"
jewelry,보석류
fertility,"비옥, 다산"
concept,개념
untrue,진실이 아닌
robe,예복(을 입다)
prepare,~을 준비하다
greedy,탐욕스러운
whether A or B,A이거나 B이거나
carry out,수행하다
monument,기념비
national,국가의
decision,결정
arouse,"자극하다, 각성하다"
push broom,긴 빗자루
decay,"부식하다, 쇠퇴하다"
rely on,~에 의지하다
logically,논리적으로
often,종종
afraid,두려워하다
indication,"징후, 표시"
litter,쓰레기
optimum,최적의 조건
kidnap,납치하다
unnecessarily,불필요하게
approach,접근하다
necessitate,필요로 하다
once,"한 번, 일단"
perfume,향수(를 뿌리다)
violently,폭력적으로
at all costs,어떤 희생을 치르더라도
rough,"거친, 대강의"
in respect,~의 점에서
well off,유복한
twitches,경련
shaker,"셰이커, 가루를 흔드는 기구"
rancher,농장주
pay back,갚다
frozen,얼어붙은
disarmament,무장해제
element,"요소, 원소"
efficiency,능률
commercially,상업적으로
reconstruction,복구
forgiveness,"용서, 면제"
conduct,행동하다
census,인구조사
biologist,생물학자
barometer,기압계
vacation,휴가(를 보내다)
particle,입자
show off,과시하다
precise,정확한
workout,운동
rude,"거친, 무례한"
legally,법률적으로
classmate,학우
be prone to,~하는 경향이 있다
ground,"지면, 토양"
captain,우두머리
decibel,데시벨
splash,튀다
isolated,고립된
luck,행운
identity,"정체, 동일함"
in summary,요컨대
inquire,묻다
otherwise,그렇지 않으면
constraint,"억제, 강제"
not so much A as B,A라고 하기보다는 오히려 B
spike,"대못, (구두바닥)스파이크"
puppy,강아지
activist,행동주의자
whenever,~할 때마다
ambulance,구급차
on the contrary,그와 반대로
accustom,익숙해지다
breast,가슴
warmth,따뜻함
gardener,정원사
perish,"사라지다, 죽다"
critical,"비평적인, 위기의"
pollinate,(꽃에)수분시키다
capable,유능한
edible,먹을 수 있는
achievement,성취
sake,목적
vivid,"생생한, 선명한"
by contrast,이와 반대로
block up,막다
sightseeing,관광(의)
worker,근로자
prejudice,선입견
greet,"인사하다, 환영하다"
domestic,"국내의, 가정의, 하인"
accordingly,따라서
terrify,위협하다
embrace,"포옹하다, 받아들이다"
built-in,내장된
curtain,커튼
kettle,주전자
hate,싫어하다
ordeal,시련
lamb,새끼 양
inherent,"고유의, 타고난"
edge,가장자리
exposition,"박람회, 설명"
initially,처음에
investor,투자가
majestic,"장엄한, 위엄 있는"
gateway,"출입구, 통로"
housing project,주택단지
creation,창조
chest,가슴
prevent,"막다, 예방하다"
continuity,연속성
arrange,"배열하다, 정하다, 준비하다"
legislation,법률
credit,"신용, 학점"
spell,"마법, (단어의)철자를 쓰다 "
injustice,부정
summit,정상
abundant,풍부한
must,의무
irritably,민감하게
nut,너트
multiply,증가시키다
daisy,훌륭한
comparison,비교
sparkle,불꽃(을 튀기다)
outfit,"착용시키다, 장비"
gossip,잡담하다
gradual,점진적인
compliment,칭찬
patience,인내심
be sure to,~을 확실히 하다
wander,방황하다
emergency,긴급 상황
instinct,본능
positively,긍정적으로
sensitive,민감한
chip,부스러기
constant,불변의
inventor,발명가
undergo,~을 겪다
each other,서로
aimlessly,목적 없이
secretary,비서
mystify,혼란스럽게 하다
accentuate,강조하다
rest,"휴식, 나머지"
veteran,"노련가, 퇴역 군인"
infinitely,무한히
leash,"매다, 속박하다"
persistent,끈기 있는
timely,적시에
cornfield,곡물 밭
nor,~도 또한 ~않다
inspector,"조사관, 검열관"
sin,죄
patriotic,애국심의
create,창조하다
snail,달팽이
spare,"절약하다, ~을 용서하다"
tooth decay,충치
recess,"휴식, 휴회"
inquiry,질문
signal,신호
portion,부분
redesign,재설계(하다)
occurrence,"사건, 발생"
stability,안정(성)
see off,~을 전송하다
fine,"훌륭한, 벌금(을 가하다)"
come up with,"따라잡다, 생각해내다"
persuade,설득하다
complaint,불평
disappear,사라지다
settler,정착자
at least,적어도
permission,허가
nourish,"양육하다, 영양분을 공급하다"
In the long run,결국에는
tirelessly,지칠 줄 모르게
vacancy,텅 빈
give off,"(향기, 냄새를) 발산하다"
eclipse,"어둡게 하다, 일식"
herd,(가축의) 떼
strip,"벗기다, 폭로하다"
might as well,~하는 편이 낫다
suit,"정장, 소송"
tell off,야단치다
darken,어둡게 하다
earthquake,지진
fail,실패(하다)
turn out,~임이 밝혀지다
question,물음
definite,"명확한, 분명히, 한정된"
sufferer,"환자, 고생하는 사람 "
facility,시설
elasticity,탄력
backache,요통
unpleasant,불쾌한
at once,동시에
fairground,장터
process,과정
physical,신체의
upwelling,(하층 해수의) 용승
lamp,등불
fascinate,매혹시키다
interfere,방해하다
barbershop,이발소
fundamentally,근본적으로
conspiracy,음모
aviation,"항공, 비행"
impair,해치다
natural science,자연과학
without,~이 없이
liberal,"진보적인, 자유의"
magician,마술사
sweat,땀(을 흘리다)
essayist,수필가
tomb,무덤
pathfinder,탐험가
hydroponics,수중재배의
lose face,체면을 잃다
curse,저주
gravitational,중력의
otherness,"별개의 것, 특이함"
at a loss,어쩔 줄 몰라서
organ,"장기, 기관"
strive,노력하다
sum,"합계, 금액"
take back,~을 되돌리다
pleasurable,즐거운
windmill,풍차
circumstances,상황
establishment,"설립, 기관"
interim,"임시의, 중간의"
forbid,금하다
toddler,유아
liver,간
genuinely,"진정으로, 순수하게"
righteous,올바른
industrialize,산업화하다
financial,재정상의
commonality,공통점
oyster,굴
gain,획득하다
illogical,비논리적인
depression,"우울증, 불경기"
candlestick,촛대
faith,"신뢰, 신앙"
adventurous,모험적인
groundless,"이유 없는, 기초가 없는"
assurance,확신
frame,"구조, 뼈대"
voluntary,자발적인
prove,증명하다
lot,"제비, 몫"
bather,"입욕자, 수영하는 사람"
concentration,집중
meet halfway,~과 타협하다
bulletin board,게시판
release,"해방하다, 개봉하다"
irritated,짜증이 난
environmentally,환경적으로
inferior,열등한
funeral,장례식
terminate,끝내다
inevitably,불가피하게
proficiency,숙련
advocate,"주장하다, 옹호하다"
caravan,포장마차
profession,전문 직업
accomplish,성취하다
precisely,정확히
calve,"갈라지다, 새끼를 낳다"
dirt,먼지
happen,(사건이)일어나다
straight,곧은
proportion,비율
exclusive,"독점적인, 배타적인"
allergic,알레르기의
particular,특별한
guest,손님
obtain,획득하다
run away,도망가다
gross,총체의
shuffle,질질 끌다
shark,상어
rob,강탈하다
disclose,폭로하다
heavily,몹시
stink,악취가 나다
comment,"언급, 논평"
cell,세포
in no time,곧
hand in,~을 제출하다
lefty,왼손잡이
crosswalk,횡단보도
shabby,"너덜너덜한, 초라한"
prevail,"유행하다, 우세하다"
sunbath,일광욕
nominee,"(직책에) 지명된 사람, 후보"
pastoral,시골의
antecedent,앞서는
miniature,축소물
marble,"대리석, 구슬"
grant,수여하다
shiver,"전율하다, 오한"
result in,결국 ~이 되다
afford,"공급하다, ~할 여유가 있다"
guidance,안내
such as,~와 같은
conclusion,결론
separate,분리하다
inward,안으로
crowd,군중
latest,최신의
adapt,"적응하다, 개조하다"
degenerative,"퇴행성의, 퇴폐적인"
improperly,부적절하게
forefather,선조
lovingly,애정 있는
ship,"(배로)수송하다, 배"
solution,"해결, 용해"
gravitate,(중력에)끌리다
rundown,퇴락한
attach,"붙이다, 첨부하다"
intensify,강하게 하다
medication,약물
roof,"지붕, 천장"
junk food,정크 푸드
incorrectly,정확하지 않게
potential,잠재력의
satisfaction,만족
welfare,복지
dispose,처리하다
eternal,영원한
FALSE,거짓의
resource,자원
physically,신체적으로
disguise,변장시키다
affect,~에 영향을 미치다
questionnaire,질문지
meadow,목초지
sprint,단거리 경주
invade,침략하다
chilling,냉랭한
trustworthy,신뢰할 수 있는
athletic,체육의
fearless,"두려움이 없는, 용감한"
normal,"정상의, 보통의"
discuss,토론하다
for a while,잠시 동안
honestly,정직하게
projector,"투사기, 계획자"
hideous,끔찍한
fatal,치명적인
inadequate,부적당한
sharp,"날카로운, 급격한"
psychology,심리학
glance,힐끗 봄
throat,목구멍
illustrate,"설명하다, 삽화를 넣다"
aroma,향기
recreate,휴양하다
bacteria,박테리아
above all,무엇보다도
fluid,액체
obstruct,차단하다
global,세계적인
all but,거의
chairman,의장
look down on,~을 무시하다
rescuer,구조대원
adherence,고집
wonderful,멋진
fragment,"파편, 조각"
noticeable,현저한(눈에 띄는)
hold on,붙잡다
pigmentation,염색
mortgage,주택융자
source,"원천, 정보원"
helpless,"무력한, 어찌할 수 없는"
river,강
random,무작위의
job,"일, 직업"
collect,"수집하다, 징수하다"
region,"지역, 지방"
stem,"줄기, 생기다"
testimony,증거
search,조사하다
symbol,상징
subtly,미묘하게
provide,제공하다
lighthouse,등대
hang,"매달다, 교수형에 처하다"
vote,투표
masculine,남자다운
cheerleading,응원
mask,"가면, 위장"
intelligent,지적인
deserve,~할 가치가 있다
enterprise,기업
broad,넓은
gallery,미술관
break down,망가지다
provider,공급자
astronomer,천문학자
democracy,민주주의
intermission,중지
mechanism,기계장치
pillow,베개
legislate,법률을 제정하다
dine out,외식하다
undisturbed,방해받지 않은
mobile,"이동성의, 기동성 있는"
lifetime,일생
Venus,금성
on purpose,일부러
barrel,"통, 1배럴(양)"
mathematician,수학자
correlate,연관성이 있다
critically,"위태롭게, 비판적으로"
hostage,인질
favorable,호의적인
item,"항목, 물건"
reconcile,~을 화해시키다
supporter,"지지자, 후원자"
fiction,"소설, 허구"
error-free,결점이 없는
driftwood,"유목, 방랑자"
run over,~을 치다
reason,이유
far from,~와는 거리가 멀다
fund,기금
ought to,~해야 한다
wild,야생의
degenerative,퇴행성의
inspire,"고무하다, 영감을 주다"
reality,"진실성, 현실"
shield,방패
operate,"작용하다, 수술하다"
stale,"진부한, 싱싱하지 못한"
generation,"세대, 발생"
unwise,현명하지 못한
elect,선출하다
confident,확신하고 있는
reduction,감소
recurrent,재발하는
manuscript,원고
near,근처에
pursue,추구하다
introduction,"도입, 소개"
bulletin,게시하다
drain,"배수하다, 소모시키다"
infrastructure,기본 시설
in this vein,이런 맥락에서
virtual,사실상의
frustrate,좌절시키다
block,"방해하다, 막다"
arrowhead,화살촉
consistently,지속적으로
facilitate,"돕다, 용이하게 하다"
